id,suraNo,suraName,aya,arabic_text,translation,footnotes
1546,11,Hud,74,فَلَمَّا ذَهَبَ عَنْ اِبْرٰه۪يمَ الرَّوْعُ وَجَٓاءَتْهُ الْبُشْرٰى يُجَادِلُنَا ف۪ي قَوْمِ لُوطٍۜ,"İbrahim’in korkusu gidip, müjde hâli ağır basınca, Lut’un kavmi hakkında bizimle tartışmaya koyulmuştu.",
1547,11,Hud,75,اِنَّ اِبْرٰه۪يمَ لَحَل۪يمٌ اَوَّاهٌ مُن۪يبٌ,"Çünkü İbrahim yumuşak huylu (ince kalpli, duygusal), çokça “ah” çeken ve (Allah’a) yönelen biriydi.",
1548,11,Hud,76,يَٓا اِبْرٰه۪يمُ اَعْرِضْ عَنْ هٰذَاۚ اِنَّهُ قَدْ جَٓاءَ اَمْرُ رَبِّكَۚ وَاِنَّهُمْ اٰت۪يهِمْ عَذَابٌ غَيْرُ مَرْدُودٍ,(Elçilerimiz:) “Ey İbrahim! (O kavimle ilgili) tartışmayı bırak. Çünkü Rabbinin (onlarla ilgili) hükmü gelmiştir. Ve şüphesiz ki onlara geri çevrilmeyecek bir azap gelecektir.” (dediler.),
1549,11,Hud,77,وَلَمَّا جَٓاءَتْ رُسُلُنَا لُوطًا س۪ٓيءَ بِهِمْ وَضَاقَ بِهِمْ ذَرْعًا وَقَالَ هٰذَا يَوْمٌ عَص۪يبٌ,"Elçilerimiz (melekler) Lut’a geldiğinde, onlar yüzünden kendini kötü hissetmiş, bir çıkar yol bulamamış ve: “Bu baş belası, sıkıntılı bir gündür.” demişti.",
1550,11,Hud,78,وَجَٓاءَهُ قَوْمُهُ يُهْرَعُونَ اِلَيْهِ وَمِنْ قَبْلُ كَانُوا يَعْمَلُونَ السَّيِّـَٔاتِۜ قَالَ يَا قَوْمِ هٰٓؤُ۬لَٓاءِ بَنَات۪ي هُنَّ اَطْهَرُ لَكُمْ فَاتَّقُوا اللّٰهَ وَلَا تُخْزُونِ ف۪ي ضَيْف۪يۜ اَلَيْسَ مِنْكُمْ رَجُلٌ رَش۪يدٌ,"(Misafirlerin geldiğini duyunca) kavmi koşar adımlarla ona gelmişti. Bundan önce de kötülükleri (âdet hâline getirecek kadar çokça) yaparlardı. Dedi ki: “Ey kavmim! İşte bunlar benim kızlarım, onlarla (evlenerek ilişki kurmanız) sizin için daha temizdir. Artık Allah’tan korkup sakının ve misafirlerin içinde beni rezil etmeyin. İçinizde hiç mi olgun/aklı başında bir adam yok?”",
1551,11,Hud,79,قَالُوا لَقَدْ عَلِمْتَ مَا لَنَا ف۪ي بَنَاتِكَ مِنْ حَقٍّۚ وَاِنَّكَ لَتَعْلَمُ مَا نُر۪يدُ,"Demişlerdi ki: “Andolsun ki, sende biliyorsun kızlarında hakkımız/gözümüz yok. (Aslında) sen, bizim ne istediğimizi de çok iyi biliyorsun.”",
1552,11,Hud,80,قَالَ لَوْ اَنَّ ل۪ي بِكُمْ قُوَّةً اَوْ اٰو۪ٓي اِلٰى رُكْنٍ شَد۪يدٍ,"Demişti ki: “Keşke size karşı bir gücüm olsa, ya da (misafirlerimi sizden koruyacak) bir güce sığınabilseydim.”",
1553,11,Hud,81,قَالُوا يَا لُوطُ اِنَّا رُسُلُ رَبِّكَ لَنْ يَصِلُٓوا اِلَيْكَ فَاَسْرِ بِاَهْلِكَ بِقِطْعٍ مِنَ الَّيْلِ وَلَا يَلْتَفِتْ مِنْكُمْ اَحَدٌ اِلَّا امْرَاَتَكَۜ اِنَّهُ مُص۪يبُهَا مَٓا اَصَابَهُمْۜ اِنَّ مَوْعِدَهُمُ الصُّبْحُۜ اَلَيْسَ الصُّبْحُ بِقَر۪يبٍ,"(Melekler) demişlerdi ki: “Ey Lut! Biz Rabbinin elçileriyiz. Sana ilişemezler. Gecenin bir vaktinde, ailenle beraber yola çık ve içinizden kimse dönüp arkasına bakmasın. Hanımın hariç! (Çünkü) onların başına gelecek azap, onun da başına gelecektir. Onların (helak) zamanı sabahtır. Sabah yakın değil mi?”",
1554,11,Hud,82,فَلَمَّا جَٓاءَ اَمْرُنَا جَعَلْنَا عَالِيَهَا سَافِلَهَا وَاَمْطَرْنَا عَلَيْهَا حِجَارَةً مِنْ سِجّ۪يلٍۙ مَنْضُودٍۙ,"(Helak) emrimiz geldiğinde oranın altını üstüne getirdik ve tepelerine birbiri ardına dizilmiş, çamurdan pişirilmiş taşlar yağdırdık.",
1555,11,Hud,83,مُسَوَّمَةً عِنْدَ رَبِّكَۜ وَمَا هِيَ مِنَ الظَّالِم۪ينَ بِبَع۪يدٍ۟,"(O taşlar) Rabbinin katında işaretlenmişlerdir. O (azabın bir benzeri, bu kavmin amelini yapan) zalimlerden uzak değildir.",
1556,11,Hud,84,وَاِلٰى مَدْيَنَ اَخَاهُمْ شُعَيْبًاۜ قَالَ يَا قَوْمِ اعْبُدُوا اللّٰهَ مَا لَكُمْ مِنْ اِلٰهٍ غَيْرُهُۜ وَلَا تَنْقُصُوا الْمِكْيَالَ وَالْم۪يزَانَ اِنّ۪ٓي اَرٰيكُمْ بِخَيْرٍ وَاِنّ۪ٓي اَخَافُ عَلَيْكُمْ عَذَابَ يَوْمٍ مُح۪يطٍ,"Medyen’e de kardeşleri Şuayb’ı (göndermiştik). Demişti ki: “Ey Kavmim! Allah’a ibadet/kulluk edin. Sizin O’ndan başka (ibadeti hak eden) bir ilahınız yoktur. Ölçüyü ve tartıyı eksik tutmayın. (Buna ihtiyacınız yok.) Ben sizi hayır/zenginlik içinde görüyorum. Ve ben, sizin için çepeçevre kuşatan günün azabından korkuyorum.”",
1557,11,Hud,85,وَيَا قَوْمِ اَوْفُوا الْمِكْيَالَ وَالْم۪يزَانَ بِالْقِسْطِ وَلَا تَبْخَسُوا النَّاسَ اَشْيَٓاءَهُمْ وَلَا تَعْثَوْا فِي الْاَرْضِ مُفْسِد۪ينَ,“Ey kavmim! Ölçüyü ve tartıyı adaletle kullanın. İnsanlara eşyalarını eksik vermeyin. Yeryüzünde bozgunculuk yaparak karışıklık/düzensizlik/taşkınlık çıkarmayın.”,
1558,11,Hud,86,بَقِيَّتُ اللّٰهِ خَيْرٌ لَكُمْ اِنْ كُنْتُمْ مُؤْمِن۪ينَۚ وَمَٓا اَنَا۬ عَلَيْكُمْ بِحَف۪يظٍ,"“Şayet müminseniz, Allah’ın (lütfettiği helal kazanç) bakiyesi, sizin için daha hayırlıdır. Ben sizin üzerinizde koruyucu değilim.”",
1559,11,Hud,87,قَالُوا يَا شُعَيْبُ اَصَلٰوتُكَ تَأْمُرُكَ اَنْ نَتْرُكَ مَا يَعْبُدُ اٰبَٓاؤُ۬نَٓا اَوْ اَنْ نَفْعَلَ ف۪ٓي اَمْوَالِنَا مَا نَشٰٓؤُ۬اۜ اِنَّكَ لَاَنْتَ الْحَل۪يمُ الرَّش۪يدُ,"Demişlerdi ki: “Ey Şuayb! Atalarımızın ibadet ettiği (putları) ve mallarımızda dilediğimiz gibi tasarruf etmeyi bırakmayı, namazın mı sana emrediyor? Şüphesiz ki sen, yumuşak huylu ve olgun/aklı başında bir adamsın.”",
1560,11,Hud,88,قَالَ يَا قَوْمِ اَرَاَيْتُمْ اِنْ كُنْتُ عَلٰى بَيِّنَةٍ مِنْ رَبّ۪ي وَرَزَقَن۪ي مِنْهُ رِزْقًا حَسَنًاۜ وَمَٓا اُر۪يدُ اَنْ اُخَالِفَكُمْ اِلٰى مَٓا اَنْهٰيكُمْ عَنْهُۜ اِنْ اُر۪يدُ اِلَّا الْاِصْلَاحَ مَا اسْتَطَعْتُۜ وَمَا تَوْف۪يق۪ٓي اِلَّا بِاللّٰهِۜ عَلَيْهِ تَوَكَّلْتُ وَاِلَيْهِ اُن۪يبُ,"Demişti ki: “Ey kavmim! Görüşünüz nedir? (Söylesenize!) Şayet ben, Rabbimden bir belge/delil üzereysem ve beni kendi tarafından güzel bir rızıkla mükâfatlandırmışsa? Ben, size yasakladığım şeylere (kendim uymayarak) size muhalefet etmek istemiyorum. Tek amacım, gücüm yettiğince ıslah etmektir. Benim başarım, ancak Allah’ın izniyledir. Ben, O’na tevekkül ettim ve yalnızca O’na yönelirim.”",
1561,11,Hud,89,وَيَا قَوْمِ لَا يَجْرِمَنَّكُمْ شِقَاق۪ٓي اَنْ يُص۪يبَكُمْ مِثْلُ مَٓا اَصَابَ قَوْمَ نُوحٍ اَوْ قَوْمَ هُودٍ اَوْ قَوْمَ صَالِحٍۜ وَمَا قَوْمُ لُوطٍ مِنْكُمْ بِبَع۪يدٍ,"“Ey kavmim! Benimle yollarınızı ayırmış olmanız, Nuh Kavmi'nin, Hud Kavmi'nin ya da Salih Kavmi'nin başlarına gelenin bir benzerini sizin başınıza getirmesin. Ayrıca Lut’un kavmi de sizden uzak değildir.”",
1562,11,Hud,90,وَاسْتَغْفِرُوا رَبَّكُمْ ثُمَّ تُوبُٓوا اِلَيْهِۜ اِنَّ رَبّ۪ي رَح۪يمٌ وَدُودٌ,"“Rabbinizden bağışlanma dileyip sonra da O’na tevbe edin. Şüphesiz ki benim Rabbim, (kullarına karşı merhametli olan) Rahîm, (kullarını seven, kulları tarafından sevilen, kalplerde sevgi yaratan) Vedûd’dur.”",
1563,11,Hud,91,قَالُوا يَا شُعَيْبُ مَا نَفْقَهُ۬ كَث۪يرًا مِمَّا تَقُولُ وَاِنَّا لَنَرٰيكَ ف۪ينَا ضَع۪يفًاۚ وَلَوْلَا رَهْطُكَ لَرَجَمْنَاكَۘ وَمَٓا اَنْتَ عَلَيْنَا بِعَز۪يزٍ,"Demişlerdi ki: “Ey Şuayb! Söylediklerinin birçoğunu anlamıyoruz. Gerçekten seni aramızda zayıf görüyoruz. Şayet (koruyup kollayan) aşiretin olmasa, seni taşlardık. (Kaldı ki) sen bizim için değerli biri de değilsin.”",
1564,11,Hud,92,قَالَ يَا قَوْمِ اَرَهْط۪ٓي اَعَزُّ عَلَيْكُمْ مِنَ اللّٰهِۜ وَاتَّخَذْتُمُوهُ وَرَٓاءَكُمْ ظِهْرِيًّاۜ اِنَّ رَبّ۪ي بِمَا تَعْمَلُونَ مُح۪يطٌ,"Demişti ki: “Ey kavmim! Benim aşiretim Allah’tan daha mı güçlü ve üstündür ki, (beni asıl koruyup kollayan Rabbimi) arkanıza atıp unuttunuz. Şüphesiz ki Rabbim, yaptıklarınızı (çepeçevre kuşatan) Muhit’tir.",
1565,11,Hud,93,وَيَا قَوْمِ اعْمَلُوا عَلٰى مَكَانَتِكُمْ اِنّ۪ي عَامِلٌۜ سَوْفَ تَعْلَمُونَۙ مَنْ يَأْت۪يهِ عَذَابٌ يُخْز۪يهِ وَمَنْ هُوَ كَاذِبٌۜ وَارْتَقِبُٓوا اِنّ۪ي مَعَكُمْ رَق۪يبٌ,"“Ey kavmim! Elinizden geleni yapın, hiç şüphesiz ki ben de elimden geleni yapacağım. Pek yakında alçaltıp rezil eden azabın kime geldiğini ve kimin yalancı olduğunu bileceksiniz. Siz gözetleyin (bakalım). Ben de sizinle beraber gözetleyiciyim.”",
1566,11,Hud,94,وَلَمَّا جَٓاءَ اَمْرُنَا نَجَّيْنَا شُعَيْبًا وَالَّذ۪ينَ اٰمَنُوا مَعَهُ بِرَحْمَةٍ مِنَّا وَاَخَذَتِ الَّذ۪ينَ ظَلَمُوا الصَّيْحَةُ فَاَصْبَحُوا ف۪ي دِيَارِهِمْ جَاثِم۪ينَۙ,"(Helaka dair) emrimiz gelince, Şuayb’ı ve beraberindeki müminleri tarafımızdan bir rahmetle kurtardık. O zalimleri ise (kulakları sağır eden, beyinleri patlatan) bir çığlık yakalayıverdi. Öz yurtlarında diz üstü çöküp kaldılar.",
1567,11,Hud,95,كَاَنْ لَمْ يَغْنَوْا ف۪يهَاۜ اَلَا بُعْدًا لِمَدْيَنَ كَمَا بَعِدَتْ ثَمُودُ۟,"Sanki orada, zenginlik içinde yaşamamışlar gibi... Dikkat edin! Semud (Allah’ın rahmetinden) nasıl uzak tutulduysa, Medyen halkı da öyle uzaklaştırıldı.",
1568,11,Hud,96,وَلَقَدْ اَرْسَلْنَا مُوسٰى بِاٰيَاتِنَا وَسُلْطَانٍ مُب۪ينٍۙ,"Andolsun ki, Musa’yı ayetlerimizle ve apaçık (güçlü) bir delille yolladık.",
1569,11,Hud,97,اِلٰى فِرْعَوْنَ وَمَلَا۬ئِه۪ فَاتَّبَعُٓوا اَمْرَ فِرْعَوْنَۚ وَمَٓا اَمْرُ فِرْعَوْنَ بِرَش۪يدٍ,"Firavun’a ve kavminin seçkinlerine... (Onlar, Musa’ya değil) Firavun’un emrine uydular. (Oysa) Firavun’un emri doğru/olgun değildi.",
1570,11,Hud,98,يَقْدُمُ قَوْمَهُ يَوْمَ الْقِيٰمَةِ فَاَوْرَدَهُمُ النَّارَۜ وَبِئْسَ الْوِرْدُ الْمَوْرُودُ,(Firavun) Kıyamet Günü kavminin önüne geçer ve onları ateşe götürür. Girilen o yer ne kötü bir yerdir!,
1571,11,Hud,99,وَاُتْبِعُوا ف۪ي هٰذِه۪ لَعْنَةً وَيَوْمَ الْقِيٰمَةِۜ بِئْسَ الرِّفْدُ الْمَرْفُودُ,Bu (dünyada da) Kıyamet Günü'nde de lanete tabi tutuldular. (Uğradıkları lanet) ne kötü bir armağandır!,
1572,11,Hud,100,ذٰلِكَ مِنْ اَنْبَٓاءِ الْقُرٰى نَقُصُّهُ عَلَيْكَ مِنْهَا قَٓائِمٌ وَحَص۪يدٌ,"Bu, sana (gerçek hâliyle) anlattığımız beldelerin haberleridir. Onlardan kimisi (hâlen) ayaktadır. (Geriye onlardan izler kalmıştır.) Kimisi de biçilmiş ekin (gibi darmadağın) olmuştur.",
1573,11,Hud,101,وَمَا ظَلَمْنَاهُمْ وَلٰكِنْ ظَلَمُٓوا اَنْفُسَهُمْ فَمَٓا اَغْنَتْ عَنْهُمْ اٰلِهَتُهُمُ الَّت۪ي يَدْعُونَ مِنْ دُونِ اللّٰهِ مِنْ شَيْءٍ لَمَّا جَٓاءَ اَمْرُ رَبِّكَۜ وَمَا زَادُوهُمْ غَيْرَ تَتْب۪يبٍ,"Biz, onlara zulmetmemiştik; fakat onlar, kendilerine zulmetmekteydiler. Rabbinin (helaka dair) emri geldiğinde, Allah’ı bırakıp da dua ettikleri ilahlarının onlara hiçbir faydası olmamıştı. (Evet,) onlara yıkım ve hasardan başka bir katkıları olmamıştı.",
1574,11,Hud,102,وَكَذٰلِكَ اَخْذُ رَبِّكَ اِذَٓا اَخَذَ الْقُرٰى وَهِيَ ظَالِمَةٌۜ اِنَّ اَخْذَهُٓ اَل۪يمٌ شَد۪يدٌ,"Rabbinin zulmeden beldeleri yakalaması da işte böyledir. Şüphesiz ki O’nun yakalaması can yakıcı, çetindir.",
1575,11,Hud,103,اِنَّ ف۪ي ذٰلِكَ لَاٰيَةً لِمَنْ خَافَ عَذَابَ الْاٰخِرَةِۜ ذٰلِكَ يَوْمٌ مَجْمُوعٌۙ لَهُ النَّاسُ وَذٰلِكَ يَوْمٌ مَشْهُودٌ,"Şüphesiz ki bu (anlattıklarımızda), ahiret azabından korkanlar için (ibret alınacak) bir ayet vardır. Bu, bütün insanların onun için toplanmış olacağı gündür. Ve bu, (tüm varlığın) şahitlik edeceği bir gündür.",
1576,11,Hud,104,وَمَا نُؤَخِّرُهُٓ اِلَّا لِاَجَلٍ مَعْدُودٍۜ,Biz onu ancak sayısı belli bir zamana (kadar) erteleriz.,
1577,11,Hud,105,يَوْمَ يَأْتِ لَا تَكَلَّمُ نَفْسٌ اِلَّا بِاِذْنِه۪ۚ فَمِنْهُمْ شَقِيٌّ وَسَع۪يدٌ,"O gün gelince, hiçbir kimse O’nun izni olmadan konuşamaz. Onlardan kimisi (ebedî cehenneme gidecek olan, mutsuz) “şakî”, kimisi de (ebedî cennete gidecek olan, mutlu) “said”dir.",
1578,11,Hud,106,فَاَمَّا الَّذ۪ينَ شَقُوا فَفِي النَّارِ لَهُمْ ف۪يهَا زَف۪يرٌ وَشَه۪يقٌۙ,O şaki olanlara gelince; onlar ateştedir. Onlar için orada (boğuluyormuşçasına) hırıltılı ve acı (içinde) bir soluma vardır.,
1579,11,Hud,107,خَالِد۪ينَ ف۪يهَا مَا دَامَتِ السَّمٰوَاتُ وَالْاَرْضُ اِلَّا مَا شَٓاءَ رَبُّكَۜ اِنَّ رَبَّكَ فَعَّالٌ لِمَا يُر۪يدُ,"Gökler ve yer durdukça orada ebedî olarak kalırlar. Rabbinin dilemesi müstesna. Şüphesiz ki Rabbin, dilediğini yapandır.",
1580,11,Hud,108,وَاَمَّا الَّذ۪ينَ سُعِدُوا فَفِي الْجَنَّةِ خَالِد۪ينَ ف۪يهَا مَا دَامَتِ السَّمٰوَاتُ وَالْاَرْضُ اِلَّا مَا شَٓاءَ رَبُّكَۜ عَطَٓاءً غَيْرَ مَجْذُوذٍ,"Said olanlara gelince; gökler ve yer durdukça ebedî olarak cennettedir. Rabbinin dilemesi müstesna. (Bu) arkası kesilmeyen, sürekli bir armağandır.",
1581,11,Hud,109,فَلَا تَكُ ف۪ي مِرْيَةٍ مِمَّا يَعْبُدُ هٰٓؤُ۬لَٓاءِۜ مَا يَعْبُدُونَ اِلَّا كَمَا يَعْبُدُ اٰبَٓاؤُ۬هُمْ مِنْ قَبْلُۜ وَاِنَّا لَمُوَفُّوهُمْ نَص۪يبَهُمْ غَيْرَ مَنْقُوصٍ۟,"Bunların ibadet ettikleri şeylerden şüphen olmasın. Daha önce babaları nasıl ibadet ediyorsa bunlar da öyle ibadet ediyorlar. Paylarına düşen (azabı) hiç şüphesiz, eksiksiz bir şekilde onlara vereceğiz.",
1582,11,Hud,110,وَلَقَدْ اٰتَيْنَا مُوسَى الْكِتَابَ فَاخْتُلِفَ ف۪يهِۜ وَلَوْلَا كَلِمَةٌ سَبَقَتْ مِنْ رَبِّكَ لَقُضِيَ بَيْنَهُمْۜ وَاِنَّهُمْ لَف۪ي شَكٍّ مِنْهُ مُر۪يبٍ,"Andolsun ki biz, Musa’ya Kitab’ı verdik. Onda ihtilaf edildi. Rabbinden bir söz/hüküm geçmemiş olsaydı, aralarında hüküm verilmiş olurdu. Gerçek şu ki onlar, (Tevrat’tan) yana huzursuzluk veren bir şüphe içindedir.",
1583,11,Hud,111,وَاِنَّ كُلًّا لَمَّا لَيُوَفِّيَنَّهُمْ رَبُّكَ اَعْمَالَهُمْۜ اِنَّهُ بِمَا يَعْمَلُونَ خَب۪يرٌ,"Şüphesiz ki Rabbin, hepsine amellerinin karşılığını eksiksiz verecektir. (Çünkü) O, onların yaptıklarından haberdardır.",
1584,11,Hud,112,فَاسْتَقِمْ كَمَٓا اُمِرْتَ وَمَنْ تَابَ مَعَكَ وَلَا تَطْغَوْاۜ اِنَّهُ بِمَا تَعْمَلُونَ بَص۪يرٌ,"Sen ve seninle beraber tevbe edenler, emrolunduğun gibi dosdoğru ol(un)! Azgınlaşmayın! (Çünkü) O, yaptıklarınızı görendir.",
1585,11,Hud,113,وَلَا تَرْكَنُٓوا اِلَى الَّذ۪ينَ ظَلَمُوا فَتَمَسَّكُمُ النَّارُۙ وَمَا لَكُمْ مِنْ دُونِ اللّٰهِ مِنْ اَوْلِيَٓاءَ ثُمَّ لَا تُنْصَرُونَ,"Sakın zulmedenlere/zalimlere meyletmeyin! Yoksa size ateş dokunur. Allah’ın dışında dostlarınız olmaz, sonra yardım da olunmazsınız.",
1586,11,Hud,114,وَاَقِمِ الصَّلٰوةَ طَرَفَيِ النَّهَارِ وَزُلَفًا مِنَ الَّيْلِۜ اِنَّ الْحَسَنَاتِ يُذْهِبْنَ السَّيِّـَٔاتِۜ ذٰلِكَ ذِكْرٰى لِلذَّاكِر۪ينَۚ,"Gündüzün iki ucunda ve gecenin (gündüze) yakın saatlerinde namazı dosdoğru kıl. Şüphesiz iyilikler, kötülükleri giderir. Bu, (Allah’ı) ananlar için bir öğüttür.",
1587,11,Hud,115,وَاصْبِرْ فَاِنَّ اللّٰهَ لَا يُض۪يعُ اَجْرَ الْمُحْسِن۪ينَ,"Sabret! Şüphesiz ki Allah, muhsinlerin/kulluğunu en güzel şekilde yapmaya çalışanların ecrini zayi etmez.",
1588,11,Hud,116,فَلَوْلَا كَانَ مِنَ الْقُرُونِ مِنْ قَبْلِكُمْ اُو۬لُوا بَقِيَّةٍ يَنْهَوْنَ عَنِ الْفَسَادِ فِي الْاَرْضِ اِلَّا قَل۪يلًا مِمَّنْ اَنْجَيْنَا مِنْهُمْۚ وَاتَّبَعَ الَّذ۪ينَ ظَلَمُوا مَٓا اُتْرِفُوا ف۪يهِ وَكَانُوا مُجْرِم۪ينَ,Sizden önceki nesiller arasında -kurtardığımız azınlık dışında- yeryüzünde fesadı engelleyecek birileri olmalı değil miydi? Zalimler ise (yeryüzündeki fesadı ortadan kaldırmak yerine) şımartıldıkları rahat hayatın peşine düştüler. Ve onlar suçlu günahkârlardı.,
